datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,sunelevation,icon
2022-01-02,12,8,9.7,12,7.3,9.3,92.3,0.995,100,8.33,rain,,0,17.5,19.6,1023.5,85,9.2,24.9,2,1,,2022-01-02T08:27:16,2022-01-02T17:45:52,26.2,rain
2022-01-03,14.1,5.2,9.9,14.1,4.2,9.6,76.1,0,0,0,,,0,25.4,240,1018.6,49.5,10.3,91.7,8,4,,2022-01-03T08:27:19,2022-01-03T17:46:45,26.3,partly-cloudy-day
2022-01-04,14,9.1,11.9,14,9.1,11.9,71.8,0,0,0,,,0,29.4,254.5,1015.6,42,10.4,101.4,8.6,4,,2022-01-04T08:27:20,2022-01-04T17:47:39,26.4,partly-cloudy-day
2022-01-05,16.3,8,12.4,16.3,7,12.2,71.8,0,0,0,,,0,30,238.3,1012.6,27.1,10.4,107.4,9.4,4,,2022-01-05T08:27:19,2022-01-05T17:48:35,26.5,partly-cloudy-day
2022-01-06,18.2,12.5,15.4,18.2,12.5,15.4,66.7,0,0,0,,,0,35.2,251.1,1012.8,54.6,10.4,108.1,9.4,4,,2022-01-06T08:27:16,2022-01-06T17:49:32,26.6,partly-cloudy-day
2022-01-07,14.7,9.3,11.2,14.7,6.3,11.1,88.7,0.063,100,8.33,rain,,0,22.8,29.6,1017.4,81.2,9.6,22.2,1.9,1,,2022-01-07T08:27:10,2022-01-07T17:50:30,26.8,rain
2022-01-08,12.9,9.1,10.3,12.9,6.7,9.5,93.7,0.028,100,12.5,rain,,0,27.5,34.7,1014.6,89.6,8.8,43.9,3.7,2,,2022-01-08T08:27:02,2022-01-08T17:51:30,26.9,rain
2022-01-09,14,7.2,9.8,14,4.8,8.9,90.1,0,0,0,,,0,13.4,39.3,1006.6,81.6,4.9,61.2,5.4,3,,2022-01-09T08:26:52,2022-01-09T17:52:31,27,partly-cloudy-day
2022-01-10,12.1,9.1,10.3,12.1,5.8,9,91.9,1.243,100,8.33,rain,0,0,18.8,31.7,1002.2,89,9.4,41.8,3.7,2,10,2022-01-10T08:26:40,2022-01-10T17:53:33,27.2,rain
2022-01-11,10.2,7.1,8.8,10.2,2.1,5.5,95.8,0.047,100,8.33,rain,0,0,53.6,42.9,1009.2,88.4,8.9,20,1.7,2,10,2022-01-11T08:26:25,2022-01-11T17:54:36,27.3,rain
2022-01-12,7,1.2,3.4,2.1,-5,-2.3,93.6,15.763,100,12.5,"rain,snow",0.7,0.9,56.5,23.7,1020.1,90,7.7,15.9,1.4,1,10,2022-01-12T08:26:08,2022-01-12T17:55:41,27.5,snow
2022-01-13,2.2,1.1,1.3,-2.5,-5.8,-4,69.7,0.212,100,8.33,"rain,snow",0.1,1.9,47.9,21.7,1030,89.5,9.8,41.3,3.5,2,10,2022-01-13T08:25:49,2022-01-13T17:56:46,27.6,snow
2022-01-14,5.1,-1.8,2.2,2.1,-4.4,-1,70.3,0,0,0,,0,0.2,40.7,264.9,1024.4,30.5,10.3,128.4,11.3,5,10,2022-01-14T08:25:27,2022-01-14T17:57:52,27.8,partly-cloudy-day
2022-01-15,8.2,1.4,5.6,4.8,-0.6,2.9,66.3,0,0,0,"rain,snow",0.1,0.5,40,343.7,1019.1,48.2,10.3,75.6,6.5,4,10,2022-01-15T08:25:04,2022-01-15T17:58:59,28,partly-cloudy-day
2022-01-16,7.2,0.2,3.6,4.5,-3.8,1.5,72.3,0.884,100,12.5,"rain,snow",0.1,0.7,34.2,352.4,1025.9,54.4,10.2,56.9,4.9,2,10,2022-01-16T08:24:38,2022-01-16T18:00:08,28.2,snow
2022-01-17,8.3,-0.7,4.8,4.6,-2.1,1.8,64.9,0,0,0,,0,0.6,47.2,222.7,1021.8,44.1,10.4,122.5,10.5,5,10,2022-01-17T08:24:10,2022-01-17T18:01:16,28.4,partly-cloudy-day
2022-01-18,9,1.2,5.3,6.1,-0.9,2.2,63.3,2.088,100,8.33,"rain,snow",0.1,0,49.3,317.2,1020.2,84.6,10.1,56.4,4.9,2,10,2022-01-18T08:23:40,2022-01-18T18:02:26,28.6,snow
2022-01-19,4,0,2,0,-4.7,-1.8,61.3,0.813,100,12.5,"rain,snow",0.7,0.6,47.9,354.5,1028.9,73.9,9.8,63.4,5.5,3,10,2022-01-19T08:23:08,2022-01-19T18:03:36,28.8,snow
2022-01-20,8.1,0.1,4.2,4.6,-3,0.8,58.5,0,0,0,,0,0.1,42.8,207.2,1025.1,40,10.4,138.7,12.1,5,10,2022-01-20T08:22:33,2022-01-20T18:04:47,29,partly-cloudy-day
2022-01-21,10.2,0.2,5.9,10.2,-3.6,3.6,78.3,15.691,100,12.5,"rain,snow",1.6,0.6,48.2,205.2,1017.7,74.3,8.5,38.5,3.3,3,10,2022-01-21T08:21:57,2022-01-21T18:05:59,29.2,snow
2022-01-22,1.2,0.1,0.5,1.2,-4,-1.9,89.4,8.262,100,12.5,snow,2.2,4.2,31.3,347.6,1017,89.5,5.2,23.3,2,1,10,2022-01-22T08:21:18,2022-01-22T18:07:11,29.4,snow
2022-01-23,2.1,-2.7,-0.4,-0.9,-6.3,-3.9,85.2,1.666,100,12.5,"rain,snow",1.9,7.3,43.6,347.3,1018.3,86.6,7.5,54.6,4.7,4,10,2022-01-23T08:20:38,2022-01-23T18:08:23,29.6,snow
2022-01-24,1.2,-4.5,-0.5,-1,-6,-3.1,92.6,4.875,100,16.67,"rain,snow",0.3,7.1,35.2,321,1023.9,89.2,7.2,69,6.1,2,10,2022-01-24T08:19:56,2022-01-24T18:09:36,29.9,snow
2022-01-25,0.2,-0.8,-0.1,-2.3,-6.4,-4.8,87.9,14.987,100,12.5,"rain,snow",3.8,10.8,36,10.4,1026,88.2,7.5,98.3,8.4,3,10,2022-01-25T08:19:11,2022-01-25T18:10:49,30.1,snow
2022-01-26,2.2,-2.8,0.2,1.2,-7.7,-3,74.2,3.253,100,16.67,"rain,snow",2.9,8.8,31.7,4.9,1022.9,83,9.5,101.5,8.7,4,10,2022-01-26T08:18:25,2022-01-26T18:12:03,30.4,snow
2022-01-27,4.2,1.1,2.7,1.5,-1.1,0.5,78.6,2.872,100,12.5,"rain,snow",0.9,6.8,27.7,251.1,1024.4,89.2,9.8,43.3,3.6,2,10,2022-01-27T08:17:36,2022-01-27T18:13:17,30.6,snow
2022-01-28,7.1,0.2,3.8,3.8,-0.5,1.7,70.9,0.045,100,4.17,"rain,snow",0,4.8,34.9,196.8,1021.6,43.1,10.1,149.1,12.9,5,10,2022-01-28T08:16:46,2022-01-28T18:14:31,30.9,rain
2022-01-29,7.2,3.2,5.4,6.1,0.4,3.8,71.8,9.243,100,4.17,rain,0,3.2,23,82.9,1022.2,72.6,10.3,87.2,7.5,4,10,2022-01-29T08:15:54,2022-01-29T18:15:45,31.1,rain
2022-01-30,7.1,-0.7,4.1,4,-3.5,1.6,76.3,0,0,0,,0,2.5,42.5,244,1017.2,52.8,10.3,127.9,11.2,5,10,2022-01-30T08:15:00,2022-01-30T18:17:00,31.4,partly-cloudy-day
2022-01-31,8.4,4.1,6.5,6.3,2.8,4.6,65.7,0,0,0,rain,0,1.5,43.6,249.6,1013,40.4,10.4,104.8,9.1,5,10,2022-01-31T08:14:05,2022-01-31T18:18:14,31.7,partly-cloudy-day
2022-02-01,10.1,4,7,10.1,2.4,5.9,60.3,0.424,100,8.33,rain,0,1.6,28.8,152.2,1008.9,74.6,10.4,73.2,6.2,3,10,2022-02-01T08:13:07,2022-02-01T18:19:29,32,rain
2022-02-02,11.7,6.1,9.4,11.7,3.1,8.3,80.1,0.764,100,16.67,rain,0,0.4,47.2,71.6,1006.2,89.8,9.9,35,3.2,2,10,2022-02-02T08:12:08,2022-02-02T18:20:44,32.3,rain
2022-02-03,6.1,3.1,4.5,3.3,-2.5,0.2,95.7,17.279,100,16.67,"rain,snow",0.1,0.5,37.8,17.5,1010.8,89.9,9.2,11.7,0.9,1,10,2022-02-03T08:11:07,2022-02-03T18:21:59,32.5,snow
2022-02-04,6.4,1.1,4.3,3.1,-1,1.3,71.7,0.061,100,4.17,"rain,snow",0,0.1,40,30.5,1021,44.4,10.4,121.4,10.4,5,10,2022-02-04T08:10:05,2022-02-04T18:23:14,32.8,rain
2022-02-05,8.3,0.1,4.3,5.7,0,2.8,67.5,0,0,0,,0,0,28.4,232.3,1020.5,11.8,10.4,154.5,13.3,5,10,2022-02-05T08:09:01,2022-02-05T18:24:28,33.1,clear-day
2022-02-06,10.4,4,6.8,10.4,4,6.6,77.2,0,0,0,,0,0,21.2,254.5,1022.8,30.6,10.3,115.4,10,5,10,2022-02-06T08:07:55,2022-02-06T18:25:43,33.4,partly-cloudy-day
2022-02-07,13.4,4,8.9,13.4,3,8.4,69.7,0.858,100,4.17,rain,0,0,45.7,230.4,1013.5,44.4,10.3,125.5,10.8,6,10,2022-02-07T08:06:48,2022-02-07T18:26:58,33.8,rain
2022-02-08,10.1,4.1,6.4,10.1,-1.7,2.7,92.1,46.794,100,16.67,rain,0,0.1,50,10.7,1007.7,90,8.8,15.8,1.4,1,10,2022-02-08T08:05:39,2022-02-08T18:28:12,34.1,rain
2022-02-09,7.3,3.1,5.1,4.3,-2.4,1.3,75.9,11.096,100,8.33,"rain,snow",0,0.2,49.7,14.7,1021.4,85.9,10,84.1,7.3,3,10,2022-02-09T08:04:29,2022-02-09T18:29:27,34.4,rain
2022-02-10,9.2,0.2,5.2,8.2,-2.6,3.6,81.6,0.016,100,4.17,"rain,snow",0,0,18.5,40.6,1027.6,40.1,10.1,139.1,12.1,6,10,2022-02-10T08:03:18,2022-02-10T18:30:41,34.7,rain
2022-02-11,12.8,1.1,6.7,12.8,1.1,6.1,73.4,0,0,0,,0,0,21.2,244.9,1024.8,2.9,9.9,169.6,14.5,6,10,2022-02-11T08:02:05,2022-02-11T18:31:55,35,clear-day
2022-02-12,13,2.2,7.7,13,2.2,6.7,75.6,0.003,100,4.17,rain,0,0,37.8,4.1,1026.4,31.5,9.7,161.4,14,6,10,2022-02-12T08:00:51,2022-02-12T18:33:09,35.4,rain
2022-02-13,7.2,6.1,6.6,3.7,1.2,2.5,86.9,0.003,100,4.17,rain,0,0,45.7,43.3,1028.3,89.3,10.3,34.8,3,1,10,2022-02-13T07:59:35,2022-02-13T18:34:22,35.7,rain
2022-02-14,7.2,5.1,6,4.5,1.7,3.1,82.5,0.23,100,8.33,rain,0,0,33.5,28.1,1024.6,89.8,10.2,62.4,5.3,2,10,2022-02-14T07:58:18,2022-02-14T18:35:36,36,rain
2022-02-15,9.4,2,5.7,9.3,-0.2,4.9,82.9,0.003,100,4.17,rain,0,0,20.3,249.1,1024.4,31.9,10,133.5,11.5,5,10,2022-02-15T07:57:00,2022-02-15T18:36:49,36.4,rain
2022-02-16,14.2,2.1,8.6,14.2,2.1,8.6,63.8,0,0,0,,0,0,22.2,127.5,1021.6,30,8.5,150.1,13,6,10,2022-02-16T07:55:41,2022-02-16T18:38:02,36.7,partly-cloudy-day
2022-02-17,15.3,6.2,10.4,15.3,6.2,10.3,53.8,0,0,0,,0,0,27.9,245.4,1013.2,41.8,10,145.1,12.5,6,10,2022-02-17T07:54:20,2022-02-17T18:39:14,37.1,partly-cloudy-day
2022-02-18,11.1,5,9.2,11.1,4.9,8.4,79.1,12.661,100,12.5,rain,0,0,48.6,261,1012.1,74.3,9.5,26.4,2.3,1,10,2022-02-18T07:52:58,2022-02-18T18:40:27,37.4,rain
2022-02-19,12.1,2.1,6.9,12.1,-0.8,6.3,75.7,0,0,0,,0,0,19.1,243.4,1021,8.3,10.3,180.1,15.6,6,10,2022-02-19T07:51:36,2022-02-19T18:41:39,37.8,clear-day
2022-02-20,15.2,6.8,10.4,15.2,5.7,10.3,59.8,0,0,0,,0,0,20.2,244.5,1018.7,59.3,10.3,122.8,10.7,6,10,2022-02-20T07:50:12,2022-02-20T18:42:51,38.1,partly-cloudy-day
2022-02-21,17.3,9.1,12.7,17.3,8.4,12.6,66.5,0,0,0,,0,0,19.8,282.9,1014.2,54.5,10.3,160.5,14,6,10,2022-02-21T07:48:47,2022-02-21T18:44:02,38.5,partly-cloudy-day
2022-02-22,17.1,9,13.4,17.1,9,13.3,69.8,0.058,100,8.33,rain,0,0,25.9,149.4,1007.4,75,10.2,83.6,7.3,4,10,2022-02-22T07:47:21,2022-02-22T18:45:13,38.9,rain
2022-02-23,13,8,9.5,13,4.9,7.9,96.1,8.614,100,16.67,rain,0,0,36,22,1014.7,89.8,6.1,25.8,2.2,2,10,2022-02-23T07:45:54,2022-02-23T18:46:24,39.2,rain
2022-02-24,7.2,5.1,6.1,3.7,0.2,1.8,95.6,15.326,100,16.67,rain,0,0,45,25.1,1017.5,89.9,8,15.9,1.4,1,10,2022-02-24T07:44:26,2022-02-24T18:47:35,39.6,rain
2022-02-25,7.2,6.1,6.5,6.4,1.4,3.5,87.3,6.365,100,12.5,rain,0,0,46.8,13.5,1016.7,88.4,8.7,24.6,2,1,10,2022-02-25T07:42:58,2022-02-25T18:48:45,40,rain
2022-02-26,12,5,8,12,3.7,7.4,74.8,0,0,0,,0,0,30.2,36.5,1020.8,57.5,10.1,175.8,15.2,6,10,2022-02-26T07:41:28,2022-02-26T18:49:55,40.3,partly-cloudy-day
2022-02-27,9.3,6.1,7.4,6.3,2.3,3.8,83.8,0,0,0,,0,0,38.5,42.9,1020.7,84.3,10.3,58.9,4.9,3,10,2022-02-27T07:39:58,2022-02-27T18:51:05,40.7,partly-cloudy-day
2022-02-28,8,4.1,6.3,5.2,0.3,3.4,89.6,3.025,100,8.33,"rain,snow",0,0,38.5,305.1,1016.6,86.5,9.5,36.6,3.2,1,10,2022-02-28T07:38:27,2022-02-28T18:52:14,41.1,rain
2022-03-01,4.2,3.1,3.9,2.4,-0.3,0.8,81.1,0.008,100,4.17,snow,0,0,33.1,342.9,1022.7,89.7,10.2,26.3,2.2,1,10,2022-03-01T07:36:55,2022-03-01T18:53:23,41.5,rain
2022-03-02,6.1,3.1,4.1,3.3,-1.4,0.5,71.7,0.07,100,4.17,"rain,snow",0,0,36,23.8,1018.3,89.2,10.4,101.9,8.4,5,10,2022-03-02T07:35:22,2022-03-02T18:54:32,41.9,rain
2022-03-03,5.2,3.1,3.9,3.1,-0.9,0.9,84.1,1.1,100,12.5,snow,0.2,0.1,42.1,323.1,1013.3,89.5,9.8,35.1,2.9,1,10,2022-03-03T07:33:49,2022-03-03T18:55:40,42.3,snow
2022-03-04,9.4,3.2,6.7,9.3,1.2,5.5,64.7,2.772,100,4.17,rain,0,0,25.6,220.2,1016.3,72.2,10.2,147.3,12.7,5,10,2022-03-04T07:32:15,2022-03-04T18:56:48,42.6,rain
2022-03-05,11.1,4.9,7.4,11.1,2.5,6.3,66.5,0,0,0,,0,0,34.6,41.9,1016.1,86.3,10.1,106,8.7,5,10,2022-03-05T07:30:41,2022-03-05T18:57:56,43,partly-cloudy-day
2022-03-06,9.4,6.1,7.1,5.6,1.6,3.2,78.5,0.013,100,4.17,rain,0,0,45.7,48.5,1014.6,89.1,10.2,59.9,4.8,2,10,2022-03-06T07:29:06,2022-03-06T18:59:04,43.4,rain
2022-03-07,6.1,5.1,5.8,4.4,1.4,3,92.5,1.429,100,8.33,rain,0,0,31,14.3,1012.5,90,8.5,21.4,1.8,1,10,2022-03-07T07:27:30,2022-03-07T19:00:11,43.8,rain
2022-03-08,6,3.1,4.5,5,-1.5,1.9,92.6,2.995,100,16.67,"rain,snow",0.3,0,40,46,1014.1,89.2,9.6,33.5,2.5,1,10,2022-03-08T07:25:54,2022-03-08T19:01:18,44.2,snow
2022-03-09,6.1,2.1,3.7,2.1,-3,-0.3,79.6,0.426,100,12.5,"rain,snow",0,0.2,40.7,37,1015.3,89.7,10.1,122.7,10.5,5,10,2022-03-09T07:24:17,2022-03-09T19:02:25,44.6,rain
2022-03-10,3,0.1,1.3,-0.7,-6.7,-3.1,89.1,2.483,100,12.5,"rain,snow",0.7,0.5,49.3,26,1016.7,88.1,8.3,69.7,6,3,10,2022-03-10T07:22:40,2022-03-10T19:03:31,45,snow
2022-03-11,0.9,-2,-0.7,-4.2,-7.4,-5.8,87.9,10.445,100,12.5,"rain,snow",1.5,0.9,56.9,6.6,1022.6,89.3,5.9,136.5,11.8,5,10,2022-03-11T07:21:03,2022-03-11T19:04:38,45.4,snow
2022-03-12,0.2,-4,-1.6,-2,-8.2,-5.9,84,4.436,100,16.67,"rain,snow",9.5,2,54.7,287.4,1026.7,88.4,7.2,80.2,6.8,5,10,2022-03-12T07:19:25,2022-03-12T19:05:44,45.8,snow
2022-03-13,4.9,-3.7,0.3,4.9,-6.6,-1.6,92.1,8.09,100,16.67,"rain,snow",1.6,3.9,33.5,38.6,1027.8,77.6,7.2,144.2,12.4,5,10,2022-03-13T07:17:47,2022-03-13T19:06:50,46.2,snow
2022-03-14,5.1,-3.7,1,3.4,-7.2,-1.5,86.9,0.226,100,8.33,"rain,snow",0,2.5,25.2,39.2,1033.6,50.8,10.2,114.9,9.9,6,10,2022-03-14T07:16:08,2022-03-14T19:07:55,46.6,rain
2022-03-15,7.4,0.3,3.8,7,-1.9,2.7,79.6,0,0,0,snow,0.1,1.2,15.5,259.6,1035,68.2,10.2,111.3,9.5,5,10,2022-03-15T07:14:29,2022-03-15T19:09:01,47,partly-cloudy-day
2022-03-16,8,1,4.6,8,-1.1,4.1,70.1,0,0,0,,0,2.1,17.3,197.1,1027.2,48.2,9.8,98.3,8.5,3,10,2022-03-16T07:12:50,2022-03-16T19:10:06,47.4,partly-cloudy-day
2022-03-17,9.2,2.1,5,7.7,-2.8,2.3,82.9,1.996,100,16.67,"rain,snow",0.3,1.1,45.4,32.8,1026.6,89.3,9,108.5,9.5,5,10,2022-03-17T07:11:11,2022-03-17T19:11:11,47.8,snow
2022-03-18,2.1,-0.9,0.1,-1.4,-6.4,-4.2,92.1,2.965,100,8.33,"rain,snow",1,0.6,52.2,19,1035.1,85,6.9,100.6,8.8,4,10,2022-03-18T07:09:32,2022-03-18T19:12:16,48.2,snow
2022-03-19,2.3,-1.8,0.3,-1.7,-7,-4.6,90.7,15.126,100,16.67,"rain,snow",2.3,1.3,45.4,16.2,1035.8,89.3,5.7,115.2,10,5,10,2022-03-19T07:07:52,2022-03-19T19:13:20,48.6,snow
2022-03-20,5.2,0.1,2.4,1.1,-4.2,-1.3,81.9,6.64,100,12.5,"rain,snow",0.4,1,49.7,32.3,1034,89.2,7.7,117,10,7,10,2022-03-20T07:06:12,2022-03-20T19:14:25,49,snow
2022-03-21,7.3,1.1,3.8,3.5,-2.4,0.4,68.1,0.008,100,8.33,"rain,snow",0.2,0.3,50.8,45.7,1030.6,75,10.3,142,12.2,7,10,2022-03-21T07:04:32,2022-03-21T19:15:29,49.4,snow
2022-03-22,8.1,0.4,4.1,5.6,-2.8,1.6,80.3,0.377,100,4.17,rain,0,0.1,31.7,56.5,1024.8,64.3,10.2,84.1,7.3,6,10,2022-03-22T07:02:52,2022-03-22T19:16:34,49.8,rain
2022-03-23,8.2,1.4,5.4,4.4,-1.1,2.2,82.1,2.058,100,12.5,rain,0.1,0.3,46.1,31,1022.8,78,10,81.8,7,4,10,2022-03-23T07:01:12,2022-03-23T19:17:38,50.2,snow
2022-03-24,9.3,2.1,6,7,0.9,4.8,77.2,0.342,100,12.5,rain,0,0.3,28.4,265.5,1020.8,45.5,10.1,180.7,15.6,7,10,2022-03-24T06:59:32,2022-03-24T19:18:42,50.6,rain
2022-03-25,13.4,3.9,7.9,13.4,2.2,6.9,65.4,0,0,0,,0,0,36.7,3.1,1019.7,33,10.2,189.3,16.3,7,10,2022-03-25T06:57:52,2022-03-25T19:19:46,51,partly-cloudy-day
2022-03-26,10.3,5,7.1,10.3,3.3,5.6,76.8,0.216,100,4.17,rain,0,0,26.3,305.6,1027.2,66.2,10.2,166.3,14.3,8,10,2022-03-26T06:56:13,2022-03-26T19:20:50,51.4,rain
2022-03-27,15.3,4,9.8,15.3,2.9,9.2,64.3,0,0,0,,0,0,30.6,243.4,1026.9,4.5,10,206.8,18,8,10,2022-03-27T06:54:33,2022-03-27T19:21:53,51.7,clear-day
2022-03-28,19.7,6.8,12.6,19.7,5.7,12.5,56.9,0,0,0,,0,0,20.2,261.2,1026.8,16.8,10,202.4,17.5,7,10,2022-03-28T06:52:53,2022-03-28T19:22:57,52.1,clear-day
2022-03-29,20.1,8.2,13.7,20.1,8.2,13.7,56.7,0.504,100,4.17,rain,0,0,28.4,242.3,1018.2,70.5,9.9,122.4,10.7,6,10,2022-03-29T06:51:13,2022-03-29T19:24:01,52.5,rain
2022-03-30,20,9.9,15,20,9.9,15,55.3,0,0,0,,0,0,38.5,247.8,1013.3,30.3,10.3,202.5,17.3,8,10,2022-03-30T06:49:34,2022-03-30T19:25:04,52.9,partly-cloudy-day
2022-03-31,19,11,15.5,19,11,15.5,53.3,0,0,0,,0,0,23,246.1,1011.2,67.1,9.9,104.5,9,4,10,2022-03-31T06:47:55,2022-03-31T19:26:08,53.3,partly-cloudy-day
2022-04-01,26,13.4,19.7,26,13.4,19.7,38,0,0,0,,0,0,57.6,228.2,1005.5,58.4,10.1,129.1,11.2,7,10,2022-04-01T06:46:16,2022-04-01T19:27:11,53.7,partly-cloudy-day
2022-04-02,22.1,15.9,18.3,22.1,15.9,18.3,44.4,0,0,0,,0,0,55.8,248.1,1005.4,20.8,10.1,213.8,18.4,8,10,2022-04-02T06:44:37,2022-04-02T19:28:14,54.1,partly-cloudy-day
2022-04-03,16.1,10.2,14.1,16.1,10.2,14.1,59,1.282,100,8.33,rain,0,0,62.3,248.4,1009.7,62.6,10.1,155.9,13.7,8,10,2022-04-03T06:42:59,2022-04-03T19:29:18,54.5,rain
2022-04-04,14,7.1,10.1,14,4.3,8.9,70.6,0.224,100,8.33,rain,0,0,40.3,32,1018.7,64.4,10.3,170.3,14.5,8,10,2022-04-04T06:41:20,2022-04-04T19:30:21,54.9,rain
2022-04-05,13.1,7.3,9.9,13.1,5.2,8.8,88.4,7.751,100,12.5,rain,0,0,33.8,38.2,1014.1,88.9,9.4,55.2,4.7,2,10,2022-04-05T06:39:43,2022-04-05T19:31:24,55.2,rain
2022-04-06,18.9,4.2,11.2,18.9,2.6,10.4,67.8,0,0,0,,0,0,20.5,27.4,1013.6,27.5,7.5,199.6,17.1,8,10,2022-04-06T06:38:05,2022-04-06T19:32:28,55.6,partly-cloudy-day
2022-04-07,24.1,5.1,13.5,24.1,3.2,13,59,4.522,100,4.17,rain,0,0,60.5,169.2,1005.3,55,9.7,133.2,11.4,7,10,2022-04-07T06:36:28,2022-04-07T19:33:31,56,rain
2022-04-08,19,11.4,14.7,19,11.4,14.7,75.8,0.907,100,12.5,rain,0,0,40.3,252.2,1006.3,53.9,9.9,124.7,10.9,7,10,2022-04-08T06:34:52,2022-04-08T19:34:34,56.4,rain
2022-04-09,23.8,12,18,23.8,12,18,52,0,0,0,,0,0,28.4,235.5,1008.2,17.4,10.5,223.8,19.2,8,10,2022-04-09T06:33:16,2022-04-09T19:35:38,56.8,clear-day
2022-04-10,23.6,12.3,18.7,23.6,12.3,18.7,54.5,0,0,0,rain,0,0,30.2,272,1005.4,25.1,10.4,218.9,18.8,8,10,2022-04-10T06:31:40,2022-04-10T19:36:41,57.1,partly-cloudy-day
2022-04-11,15.2,7.2,8.7,15.2,3.3,6.4,84.8,3.579,100,8.33,rain,0,0,49,359,1010.6,89.3,9.9,26,2.3,1,10,2022-04-11T06:30:05,2022-04-11T19:37:44,57.5,rain
2022-04-12,13,7.3,9.5,13,5.5,8.6,65.9,0.006,100,4.17,rain,0,0,29.5,322.9,1020.3,86,10.2,224.5,19.2,8,10,2022-04-12T06:28:31,2022-04-12T19:38:48,57.9,rain
2022-04-13,13.1,3.4,9.4,13.1,3.4,9.2,57.1,0.059,100,4.17,rain,0,0,23.8,243.8,1021.1,43.1,10.1,218.6,19,8,10,2022-04-13T06:26:57,2022-04-13T19:39:51,58.2,rain
2022-04-14,17.8,4.4,11.4,17.8,2.8,11.3,49.2,0,0,0,,0,0,26.3,1.2,1022,21.6,10,229.7,19.9,8,10,2022-04-14T06:25:24,2022-04-14T19:40:54,58.6,partly-cloudy-day
2022-04-15,20,6.5,14.2,20,4.4,13.8,51.3,0,0,0,,0,0,18.4,27.7,1020.2,22,10.3,219.6,19.1,8,10,2022-04-15T06:23:51,2022-04-15T19:41:58,58.9,partly-cloudy-day
2022-04-16,21.6,9.3,15.5,21.6,7.9,15.4,54.5,0,0,0,,0,0,17.6,31.5,1014.3,58.7,10.2,193,16.7,7,10,2022-04-16T06:22:19,2022-04-16T19:43:01,59.3,partly-cloudy-day
2022-04-17,15,9.2,12.2,15,5.8,11.9,73.9,2.817,100,8.33,rain,0,0,45.7,36.8,1009.9,80,9.9,86.8,7.4,3,10,2022-04-17T06:20:48,2022-04-17T19:44:05,59.7,rain
2022-04-18,9.2,7.1,8.5,6.8,3.3,5.2,95,4.556,100,12.5,rain,0,0,47.5,18.5,1007.8,89.9,6.7,19.9,1.7,1,10,2022-04-18T06:19:17,2022-04-18T19:45:08,60,rain
2022-04-19,8.2,6.2,7.1,7.2,2.3,4.3,91.4,1.752,100,12.5,rain,0,0,34.2,29,1012.3,89.7,9.5,35,3,1,10,2022-04-19T06:17:48,2022-04-19T19:46:12,60.4,rain
2022-04-20,16,5.2,10.5,16,5.2,10.5,66.4,0,0,0,,0,0,18.4,236.1,1016,29.3,10.1,227.9,19.7,9,10,2022-04-20T06:16:19,2022-04-20T19:47:15,60.7,partly-cloudy-day
2022-04-21,16.7,8.2,12,16.7,7.2,11.8,69.7,1.052,100,4.17,rain,0,0,38.5,267.9,1016.9,71.3,10.2,161.3,13.9,8,10,2022-04-21T06:14:51,2022-04-21T19:48:18,61,rain
2022-04-22,21.7,9.3,16.3,21.7,8.5,16.2,64.5,0,0,0,,0,0,31.7,43.4,1015,49,9.8,144.5,12.5,6,10,2022-04-22T06:13:24,2022-04-22T19:49:22,61.4,partly-cloudy-day
2022-04-23,24.6,16.1,19.9,24.6,16.1,19.9,50.8,0,0,0,,0,0,31.7,246.7,1008.2,51,10.1,145,12.5,8,10,2022-04-23T06:11:57,2022-04-23T19:50:25,61.7,partly-cloudy-day
2022-04-24,24.8,12.2,18.7,24.8,12.2,18.7,57.2,0,0,0,,0,0,29.5,31.6,1010.5,10.3,10.4,216.8,18.8,8,10,2022-04-24T06:10:32,2022-04-24T19:51:28,62,clear-day
2022-04-25,21.7,11.3,17.3,21.7,11.3,17.3,61.5,0,0,0,,0,0,28.1,267.4,1008.9,48.6,10.1,233,20,8,10,2022-04-25T06:09:08,2022-04-25T19:52:32,62.4,partly-cloudy-day
2022-04-26,24.8,13.9,18.9,24.8,13.9,18.9,59.8,0,0,0,,0,0,40.3,30.3,1011.4,34,9.9,189.4,16.3,8,10,2022-04-26T06:07:44,2022-04-26T19:53:35,62.7,partly-cloudy-day
2022-04-27,22.1,11.3,16.4,22.1,11.3,16.4,67.4,0,0,0,,0,0,42.1,36.9,1014.3,21.3,9.5,225.4,19.5,9,10,2022-04-27T06:06:22,2022-04-27T19:54:38,63,partly-cloudy-day
2022-04-28,21,11,14.9,21,11,14.9,79.1,0,0,0,,0,0,49.3,29.8,1015.1,35.1,9,205.6,17.8,8,10,2022-04-28T06:05:01,2022-04-28T19:55:41,63.3,partly-cloudy-day
2022-04-29,20,11.2,14.6,20,11.2,14.6,79.1,0,0,0,,0,0,50,38.4,1017.5,59.1,10.1,219.6,19.1,8,10,2022-04-29T06:03:41,2022-04-29T19:56:44,63.6,partly-cloudy-day
